Accn	Pfam	Pfam_desc	CDD	CDD_desc	InterPro	InterPro_desc	GO	KEGG	EC	TIGRFAM	TIGRFAM_desc	HAMAP	HAMAP_desc	CAZy
NODE_6_length_217728_cov_7.34607_88973_91488_+	PF00072;PF06580;PF07694;PF13492;PF02518;PF04397	Response regulator receiver domain;Histidine kinase;5TMR of 5TMR-LYT;GAF domain;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;LytTr DNA-binding domain			IPR001789;IPR010559;IPR011620;IPR003018;IPR003594;IPR007492	Signal transduction response regulator, receiver domain;Signal transduction histidine kinase, internal region;Signal transduction histidine kinase, 5TM receptor LytS, transmembrane region;GAF domain;Histidine kinase/HSP90-like ATPase;LytTR DNA-binding domain	GO:0000160;GO:0016021;GO:0071555;GO:0004673;GO:0005515;GO:0003677;GO:0000155							
NODE_6_length_217728_cov_7.34607_91632_93808_+	PF02554;PF13722	Carbon starvation protein CstA;5TM C-terminal transporter carbon starvation CstA			IPR003706;IPR025299	CstA, N-terminal domain;CstA, C-terminal domain	GO:0009267;GO:0016020							
NODE_6_length_217728_cov_7.34607_94207_95829_+	PF02554;PF13722	Carbon starvation protein CstA;5TM C-terminal transporter carbon starvation CstA			IPR003706;IPR025299	CstA, N-terminal domain;CstA, C-terminal domain	GO:0009267;GO:0016020							
NODE_6_length_217728_cov_7.34607_95867_96433_-	PF04309	Glycerol-3-phosphate responsive antiterminator			IPR006699	Glycerol uptake operon antiterminator	GO:0006071;GO:0006355							
NODE_6_length_217728_cov_7.34607_96592_97512_+	PF04294;PF07501	VanW like protein;G5 domain			IPR007391;IPR011098	Vancomycin resistance VanW;G5 domain								
NODE_6_length_217728_cov_7.34607_97529_100164_-	PF00326;PF02631	Prolyl oligopeptidase family;RecX family			IPR003783;IPR001375	Regulatory protein RecX;Peptidase S9, prolyl oligopeptidase, catalytic domain	GO:0006282;GO:0006508;GO:0008236					MF_01114	Regulatory protein RecX [recX].	CE10
NODE_700_length_1668_cov_17.022_1545_1668_+	PF01797	Transposase IS200 like			IPR002686	Transposase IS200-like	GO:0003677;GO:0004803;GO:0006313							
NODE_700_length_1668_cov_17.022_156_1009_-	PF01522	Polysaccharide deacetylase			IPR002509	NodB homology domain	GO:0005975;GO:0016810							CE4
NODE_701_length_1665_cov_41.3804_383_850_+	PF14221	Domain of unknown function (DUF4330)			IPR025480	Protein of unknown function DUF4330								
NODE_701_length_1665_cov_41.3804_875_1665_-	PF00781	Diacylglycerol kinase catalytic domain			IPR001206;IPR005218	Diacylglycerol kinase, catalytic domain;Diacylglycerol/lipid kinase	GO:0016301			TIGR00147	TIGR00147: lipid kinase, YegS/Rv2252/BmrU family			
NODE_702_length_1663_cov_2.14313_1048_1663_+	PF00815	Histidinol dehydrogenase			IPR012131	Histidinol dehydrogenase	GO:0051287;GO:0004399;GO:0008270;GO:0055114;GO:0000105	ko00340	1.1.1.23					
NODE_702_length_1663_cov_2.14313_1_745_-	PF01893	Uncharacterised protein family UPF0058			IPR002753	Uncharacterised protein family UPF0058								
NODE_703_length_1663_cov_3499.66_1_475_-	PF08928	Domain of unknown function (DUF1910)			IPR015024	Domain of unknown function DUF1910								
NODE_703_length_1663_cov_3499.66_499_1663_-	PF07591	Pretoxin HINT domain												
NODE_704_length_1661_cov_1.52652_1311_1661_+	PF03358	NADPH-dependent FMN reductase			IPR005025	NADPH-dependent FMN reductase-like	GO:0016491							
NODE_704_length_1661_cov_1.52652_13_1225_+	PF00215;PF08714	Orotidine 5'-phosphate decarboxylase / HUMPS family;Formaldehyde-activating enzyme (Fae)			IPR020868;IPR001754;IPR014826	Bifunctional enzyme Fae/Hps;Orotidine 5'-phosphate decarboxylase domain;Formaldehyde-activating enzyme	GO:0016051;GO:0004590;GO:0006207;GO:0016832;GO:0016840	ko00030;ko00680;ko00240	4.1.2.43;4.2.1.147;4.1.1.23	TIGR03126	one_C_fae: formaldehyde-activating enzyme	MF_01268	Bifunctional enzyme Fae/Hps [fae-hps].	
NODE_706_length_1650_cov_1.13859_1_669_-	PF03611	PTS system sugar-specific permease component			IPR004703	Phosphotransferase system, sugar-specific permease component	GO:0009401;GO:0016021							
NODE_706_length_1650_cov_1.13859_698_1500_-	PF00359;PF02302	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2;PTS system, Lactose/Cellobiose specific IIB subunit			IPR002178;IPR003501	PTS EIIA type-2 domain;Phosphotransferase system, EIIB component, type 2/3	GO:0008982;GO:0009401							
NODE_707_length_1650_cov_9.67387_1_622_-	PF00528	Binding-protein-dependent transport system inner membrane component			IPR000515;IPR010065	ABC transporter type 1, transmembrane domain MetI-like;Amino acid ABC transporter, permease protein, 3-TM domain	GO:0016020;GO:0016021;GO:0022857;GO:0043190;GO:0055085;GO:0071705			TIGR01726	HEQRo_perm_3TM: amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family			
NODE_707_length_1650_cov_9.67387_700_1465_-	PF00497	Bacterial extracellular solute-binding proteins, family 3			IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF								
NODE_708_length_1649_cov_1.65013_1_589_+	PF06207	Protein of unknown function (DUF1002)			IPR009343	Protein of unknown function DUF1002								
NODE_709_length_1646_cov_1.7355_1_344_+	PF01964	Radical SAM ThiC family			IPR002817	Phosphomethylpyrimidine synthase ThiC/5-hydroxybenzimidazole synthase BzaA/B	GO:0009228;GO:0051536	ko00730	4.1.99.17					
NODE_709_length_1646_cov_1.7355_448_1646_+	PF00462;PF02943	Glutaredoxin;Ferredoxin thioredoxin reductase catalytic beta chain			IPR002109;IPR004209	Glutaredoxin;Ferredoxin thioredoxin reductase catalytic beta subunit	GO:0009055;GO:0016730;GO:0055114;GO:0015035;GO:0045454							
NODE_70_length_39448_cov_297.48_11355_13372_+	PF00871;PF01515	Acetokinase family;Phosphate acetyl/butaryl transferase			IPR011245;IPR000890;IPR002505	Butyrate kinase;Aliphatic acid kinase, short-chain;Phosphate acetyl/butaryl transferase	GO:0047761;GO:0016310;GO:0016301;GO:0016774;GO:0016746;GO:0005524;GO:0005737	ko00650;ko00430;ko00620;ko00640;ko00680;ko00720	2.7.2.7;2.7.2.1;2.3.1.8	TIGR02707	butyr_kinase: butyrate kinase	MF_00542	Probable butyrate kinase [buk].	
NODE_70_length_39448_cov_297.48_13938_14468_-	PF08534	Redoxin			IPR013740	Redoxin	GO:0016491							
NODE_70_length_39448_cov_297.48_14831_16440_+	PF00132;PF00291	Bacterial transferase hexapeptide (six repeats);Pyridoxal-phosphate dependent enzyme			IPR001451;IPR005859;IPR005881;IPR001926;IPR005856	Hexapeptide repeat;Cysteine synthase CysK;Serine O-acetyltransferase;Pyridoxal-phosphate dependent enzyme;Cysteine synthase	GO:0004124;GO:0009001;GO:0006535;GO:0005737	ko00270;ko00920;ko00998	2.5.1.47;2.3.1.30	TIGR01136;TIGR01139;TIGR01172	cysKM: cysteine synthase;cysK: cysteine synthase A;cysE: serine O-acetyltransferase			
NODE_70_length_39448_cov_297.48_16583_17896_+	PF05525	Branched-chain amino acid transport protein			IPR004685	Branched-chain amino acid transport system II carrier protein	GO:0015658;GO:0015803;GO:0016021			TIGR00796	livcs: branched-chain amino acid transport system II carrier protein			
NODE_70_length_39448_cov_297.48_18003_19367_+	PF00209	Sodium:neurotransmitter symporter family			IPR000175	Sodium:neurotransmitter symporter	GO:0016021							
NODE_70_length_39448_cov_297.48_19463_20230_+	PF01614;PF09339	Bacterial transcriptional regulator;IclR helix-turn-helix domain			IPR014757;IPR005471	Transcription regulator IclR, C-terminal;Transcription regulator IclR, N-terminal	GO:0003677;GO:0006355							
NODE_70_length_39448_cov_297.48_20244_21743_+	PF04295;PF08666	D-galactarate dehydratase / Altronate hydrolase, C terminus;SAF domain			IPR007392;IPR013974	D-galactarate/Altronate dehydratase, C-terminal;SAF domain	GO:0016829							
NODE_70_length_39448_cov_297.48_21794_23317_-	PF01232;PF08125	Mannitol dehydrogenase Rossmann domain;Mannitol dehydrogenase C-terminal domain			IPR013131;IPR013118	Mannitol dehydrogenase, N-terminal;Mannitol dehydrogenase, C-terminal	GO:0016491;GO:0055114;GO:0050662							
NODE_70_length_39448_cov_297.48_23413_24444_-	PF00107;PF08240	Zinc-binding dehydrogenase;Alcohol dehydrogenase GroES-like domain			IPR013149;IPR013154	Alcohol dehydrogenase, C-terminal;Alcohol dehydrogenase, N-terminal	GO:0055114							
NODE_70_length_39448_cov_297.48_2434_4615_-	PF07478;PF13394;PF13508	D-ala D-ala ligase C-terminus;4Fe-4S single cluster domain;Acetyltransferase (GNAT) domain			IPR011095;IPR000182	D-alanine--D-alanine ligase, C-terminal;GNAT domain	GO:0008716;GO:0008080	ko00473;ko00550	6.3.2.4					
NODE_70_length_39448_cov_297.48_24488_25780_-	PF06808	Tripartite ATP-independent periplasmic transporter, DctM component			IPR010656;IPR004681	TRAP C4-dicarboxylate transport system permease DctM subunit;TRAP transporter large membrane protein DctM	GO:0016021			TIGR00786	dctM: TRAP transporter, DctM subunit			
NODE_70_length_39448_cov_297.48_25824_26306_-	PF04290	Tripartite ATP-independent periplasmic transporters, DctQ component			IPR007387	TRAP transporter, small membrane protein DctQ								
NODE_70_length_39448_cov_297.48_26550_27509_-	PF03480	Bacterial extracellular solute-binding protein, family 7			IPR018389;IPR004682	TRAP transporter solute receptor DctP/TeaA;TRAP transporter solute receptor, DctP family	GO:0055085;GO:0030288			TIGR00787	dctP: TRAP transporter solute receptor, DctP family			
NODE_70_length_39448_cov_297.48_27615_28643_-	PF00294	pfkB family carbohydrate kinase			IPR011611	Carbohydrate kinase PfkB								
NODE_70_length_39448_cov_297.48_28661_29373_-	PF01081	KDPG and KHG aldolase			IPR000887	KDPG/KHG aldolase	GO:0016829	ko00030	4.1.2.14	TIGR01182	eda: 2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase			
NODE_70_length_39448_cov_297.48_29594_30667_+	PF00742;PF03447	Homoserine dehydrogenase;Homoserine dehydrogenase, NAD binding domain			IPR001342;IPR005106	Homoserine dehydrogenase, catalytic;Aspartate/homoserine dehydrogenase, NAD-binding	GO:0006520;GO:0050661;GO:0055114;GO:0016491	ko00260;ko00270;ko00300	1.1.1.3					
NODE_70_length_39448_cov_297.48_31953_34128_+	PF00122;PF00702	E1-E2 ATPase;haloacid dehalogenase-like hydrolase			IPR001757;IPR027256	P-type ATPase;P-type ATPase, subfamily IB	GO:0016021;GO:0006812;GO:0019829			TIGR01494;TIGR01525	ATPase_P-type: HAD ATPase, P-type, family IC;ATPase-IB_hvy: heavy metal translocating P-type ATPase			
NODE_70_length_39448_cov_297.48_34152_35963_+	PF01432;PF08439	Peptidase family M3;Oligopeptidase F			IPR001567;IPR013647;IPR004438	Peptidase M3A/M3B catalytic domain;Oligopeptidase F, N-terminal domain;Peptidase M3B, oligoendopeptidase F	GO:0004222;GO:0006508			TIGR00181	pepF: oligoendopeptidase F			
NODE_70_length_39448_cov_297.48_35994_36186_+	PF00403	Heavy-metal-associated domain			IPR006121	Heavy metal-associated domain, HMA	GO:0030001;GO:0046872							
NODE_70_length_39448_cov_297.48_36191_36710_-	PF04308	Ribonuclease H-like			IPR007405	Bacteriophage KVP40, Orf299								
NODE_70_length_39448_cov_297.48_36830_39448_+	PF00474;PF09861	Sodium:solute symporter family;Lactate racemase N-terminal domain			IPR001734;IPR018657	Sodium/solute symporter;LarA-like, N-terminal	GO:0016020;GO:0050043;GO:0022857;GO:0055085	ko00620	5.1.2.1					
NODE_70_length_39448_cov_297.48_4622_5683_-	PF07478	D-ala D-ala ligase C-terminus			IPR011095	D-alanine--D-alanine ligase, C-terminal	GO:0008716	ko00473;ko00550	6.3.2.4					
NODE_70_length_39448_cov_297.48_578_1624_-	PF03747	ADP-ribosylglycohydrolase			IPR005502	ADP-ribosylation/Crystallin J1								
NODE_70_length_39448_cov_297.48_5993_6614_+	PF13671	AAA domain												
NODE_70_length_39448_cov_297.48_6662_8197_-	PF01063;PF09335	Amino-transferase class IV;SNARE associated Golgi protein			IPR001544;IPR032816	Aminotransferase class IV;SNARE associated Golgi protein	GO:0003824							
NODE_70_length_39448_cov_297.48_8371_9246_+	PF01063	Amino-transferase class IV			IPR001544;IPR005785	Aminotransferase class IV;Branched-chain amino acid aminotransferase I	GO:0003824;GO:0004084;GO:0009081	ko00770;ko00280;ko00290;ko00966;ko00270	2.6.1.42	TIGR01122	ilvE_I: branched-chain amino acid aminotransferase			
NODE_70_length_39448_cov_297.48_9314_11331_+	PF00871;PF01515	Acetokinase family;Phosphate acetyl/butaryl transferase			IPR011245;IPR000890;IPR002505	Butyrate kinase;Aliphatic acid kinase, short-chain;Phosphate acetyl/butaryl transferase	GO:0047761;GO:0016310;GO:0016301;GO:0016774;GO:0016746;GO:0005524;GO:0005737	ko00650;ko00430;ko00620;ko00640;ko00680;ko00720	2.7.2.7;2.7.2.1;2.3.1.8	TIGR02707	butyr_kinase: butyrate kinase	MF_00542	Probable butyrate kinase [buk].	
NODE_710_length_1645_cov_1.54145_134_1645_+	PF00587;PF18490	tRNA synthetase class II core domain (G, H, P, S and T);tRNA-binding domain			IPR002314;IPR041293;IPR004503	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T);Serine-tRNA ligase type 2, tRNA-binding domain;Serine-tRNA ligase type 2, archaea	GO:0006418;GO:0005524;GO:0005737;GO:0006434;GO:0004828;GO:0000166;GO:0004812	ko00970	6.1.1.11	TIGR00415	serS_MJ: serine--tRNA ligase			
NODE_711_length_1645_cov_1.45536_478_1645_+	PF01935	Helicase HerA, central domain			IPR002789	Helicase HerA, central domain								
NODE_712_length_1639_cov_113.519_1317_1639_-	PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2			IPR002178	PTS EIIA type-2 domain								
NODE_712_length_1639_cov_113.519_1_1197_-	PF00291	Pyridoxal-phosphate dependent enzyme			IPR001926;IPR006654	Pyridoxal-phosphate dependent enzyme;Tryptophan synthase, beta chain	GO:0004834;GO:0006568	ko00260;ko00400	4.2.1.20	TIGR00263	trpB: tryptophan synthase, beta subunit			
NODE_714_length_1630_cov_1.45976_1_1630_-	PF00801;PF07705;PF11824	PKD domain;CARDB;Protein of unknown function (DUF3344)			IPR000601;IPR011635;IPR021779	PKD domain;CARDB domain;Protein of unknown function DUF3344								
NODE_715_length_1629_cov_59.1785_1_1530_-	PF00128	Alpha amylase, catalytic domain			IPR006047	Glycosyl hydrolase, family 13, catalytic domain	GO:0003824;GO:0005975							GH13_39
NODE_716_length_1628_cov_1.76144_383_1628_+					IPR014275	ATPase, A1A0, subunit H				TIGR02926	AhaH: ATP synthase archaeal, H subunit			
NODE_717_length_1625_cov_1.49677_317_1474_+	PF00266	Aminotransferase class-V			IPR000192	Aminotransferase class V domain								
NODE_718_length_1625_cov_3.09819_1_788_+	PF07521	Zn-dependent metallo-hydrolase RNA specificity domain			IPR011108	Zn-dependent metallo-hydrolase, RNA specificity domain								
NODE_718_length_1625_cov_3.09819_843_1625_+	PF01966	HD domain			IPR006674	HD domain								
NODE_719_length_1619_cov_78.8418_779_1520_+	PF01757	Acyltransferase family			IPR002656	Acyltransferase 3	GO:0016747							
NODE_71_length_39318_cov_1415.9_11363_13043_+	PF00072;PF02518;PF00486;PF00512	Response regulator receiver domain;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;Transcriptional regulatory protein, C terminal;His Kinase A (phospho-acceptor) domain			IPR001789;IPR003594;IPR001867;IPR003661	Signal transduction response regulator, receiver domain;Histidine kinase/HSP90-like ATPase;OmpR/PhoB-type DNA-binding domain;Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	GO:0000160;GO:0000155;GO:0007165;GO:0003677;GO:0006355							
NODE_71_length_39318_cov_1415.9_13140_16438_+	PF00005;PF02687	ABC transporter;FtsX-like permease family			IPR003439;IPR003838	ABC transporter-like;ABC transporter permease protein domain	GO:0005524;GO:0016887;GO:0016020							
NODE_71_length_39318_cov_1415.9_16637_18666_+	PF00557;PF01321;PF01863	Metallopeptidase family M24;Creatinase/Prolidase N-terminal domain;Protein of unknown function DUF45			IPR000994;IPR000587;IPR002725	Peptidase M24;Creatinase, N-terminal;Protein of unknown function DUF45	GO:0016787							
NODE_71_length_39318_cov_1415.9_19033_21252_+	PF00404;PF00759;PF00942	Dockerin type I domain;Glycosyl hydrolase family 9;Cellulose binding domain			IPR002105;IPR001701;IPR001956	Dockerin type I repeat;Glycoside hydrolase family 9;Carbohydrate-binding module 3	GO:0000272;GO:0030248;GO:0004553;GO:0005975	ko00500	3.2.1.4					CBM3;GH9
NODE_71_length_39318_cov_1415.9_1995_4846_+	PF13419	Haloacid dehalogenase-like hydrolase			IPR041492;IPR006439	Haloacid dehalogenase-like hydrolase;HAD hydrolase, subfamily IA	GO:0016787			TIGR01509	HAD-SF-IA-v3: HAD hydrolase, family IA, variant 3			
NODE_71_length_39318_cov_1415.9_21447_22322_+	PF13672	Protein phosphatase 2C												
NODE_71_length_39318_cov_1415.9_22428_22856_+	PF01478	Type IV leader peptidase family			IPR000045	Prepilin type IV endopeptidase, peptidase domain	GO:0004190;GO:0016020							
NODE_71_length_39318_cov_1415.9_22899_23318_+	PF01475	Ferric uptake regulator family			IPR002481	Ferric-uptake regulator	GO:0003700;GO:0006355							
NODE_71_length_39318_cov_1415.9_23494_24450_+	PF01297	Zinc-uptake complex component A periplasmic			IPR006127	Periplasmic solute binding protein, ZnuA-like	GO:0030001;GO:0046872							
NODE_71_length_39318_cov_1415.9_24476_26110_+	PF00005;PF00950	ABC transporter;ABC 3 transport family			IPR003439;IPR001626	ABC transporter-like;ABC transporter, TroCD-like	GO:0005524;GO:0005887;GO:0042626;GO:0043190;GO:0016887;GO:0055085							
NODE_71_length_39318_cov_1415.9_26278_28182_+	PF00183;PF13589	Hsp90 protein;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase			IPR001404	Heat shock protein Hsp90 family	GO:0005524;GO:0006457;GO:0051082							
NODE_71_length_39318_cov_1415.9_28356_30020_-	PF00501;PF13193	AMP-binding enzyme;AMP-binding enzyme C-terminal domain			IPR000873;IPR025110	AMP-dependent synthetase/ligase;AMP-binding enzyme, C-terminal domain	GO:0003824							
NODE_71_length_39318_cov_1415.9_30036_31639_-	PF00126;PF12844;PF03466;PF07883	Bacterial regulatory helix-turn-helix protein, lysR family;Helix-turn-helix domain;LysR substrate binding domain;Cupin domain			IPR000847;IPR001387;IPR005119;IPR013096	Transcription regulator HTH, LysR;Cro/C1-type helix-turn-helix domain;LysR, substrate-binding;Cupin 2, conserved barrel	GO:0003700;GO:0006355							
NODE_71_length_39318_cov_1415.9_31759_35529_+	PF02769;PF13507;PF18072	AIR synthase related protein, C-terminal domain;CobB/CobQ-like glutamine amidotransferase domain;Formylglycinamide ribonucleotide amidotransferase linker domain			IPR010918;IPR041609;IPR010141	PurM-like, C-terminal domain;Phosphoribosylformylglycinamidine synthase, linker domain;Phosphoribosylformylglycinamidine synthase, FGAM		ko00230	6.3.5.3	TIGR01857	FGAM-synthase: phosphoribosylformylglycinamidine synthase			
NODE_71_length_39318_cov_1415.9_35811_37052_+	PF13616;PF13623	PPIC-type PPIASE domain;SurA N-terminal domain												
NODE_71_length_39318_cov_1415.9_37063_39018_-	PF00733;PF13537	Asparagine synthase;Glutamine amidotransferase domain			IPR001962;IPR017932;IPR006426	Asparagine synthase;Glutamine amidotransferase type 2 domain;Asparagine synthase, glutamine-hydrolyzing	GO:0004066;GO:0006529	ko00250	6.3.5.4	TIGR01536	asn_synth_AEB: asparagine synthase (glutamine-hydrolyzing)			
NODE_71_length_39318_cov_1415.9_5065_8917_+	PF00005;PF04055;PF13186;PF13353;PF00664;PF03412	ABC transporter;Radical SAM superfamily;Iron-sulfur cluster-binding domain;4Fe-4S single cluster domain;ABC transporter transmembrane region;Peptidase C39 family			IPR003439;IPR007197;IPR023885;IPR005897;IPR011527;IPR005074	ABC transporter-like;Radical SAM;4Fe4S-binding SPASM domain;Peptidase C39, ABC-type bacteriocin transporter;ABC transporter type 1, transmembrane domain;Peptidase C39, bacteriocin processing	GO:0005524;GO:0016021;GO:0042626;GO:0006508;GO:0008233;GO:0003824;GO:0051536;GO:0043214;GO:0008234;GO:0016020;GO:0043213;GO:0016887;GO:0055085			TIGR01193;TIGR04085	bacteriocin_ABC: ABC-type bacteriocin transporter;rSAM_more_4Fe4S: radical SAM additional 4Fe4S-binding SPASM domain			
